Entrada/Saída;Data;Movimentação;Produto;Instituição;Quantidade;Preço unitário;Valor da Operação
Credito;08/07/2021;Dividendo - Transferido;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;51; R$0,50 ; R$25,62 
Debito;07/07/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;07/07/2021;Transferência - Liquidação;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$17,69 ; R$353,80 
Credito;07/07/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;07/07/2021;Transferência;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;100; - ; - 
Debito;07/07/2021;Transferência;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;100; - ; - 
Debito;07/07/2021;Juros Sobre Capital Próprio - Transferido;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,02 ; R$0,26 
Credito;07/07/2021;Juros Sobre Capital Próprio - Transferido;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,02 ; R$0,26 
Credito;07/07/2021;Transferência;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;39; - ; - 
Credito;07/07/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;39; R$4,07 ; R$158,73 
Debito;07/07/2021;Transferência;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;39; - ; - 
Credito;07/07/2021;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;NU INVEST CORRETORA DE VALORES S.A.;50; R$12,54 ; R$627,14 
Credito;07/07/2021;Transferência - Liquidação;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;20; R$25,85 ; R$517,00 
Credito;07/07/2021;Transferência;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Debito;07/07/2021;Transferência;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Debito;06/07/2021;Juros Sobre Capital Próprio - Transferido;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,49 ; R$16,66 
Credito;06/07/2021;Juros Sobre Capital Próprio - Transferido;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,49 ; R$16,66 
Credito;06/07/2021;Transferência - Liquidação;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;100; R$21,64 ; R$2.164,00 
Debito;05/07/2021;Juros Sobre Capital Próprio - Transferido;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,02 ; R$0,58 
Credito;05/07/2021;Juros Sobre Capital Próprio - Transferido;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,02 ; R$0,58 
Debito;05/07/2021;Transferência - Liquidação;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$70,03 ; R$700,30 
Credito;05/07/2021;Juros Sobre Capital Próprio;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,08 ; R$0,68 
Debito;02/07/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Credito;02/07/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Credito;02/07/2021;Transferência - Liquidação;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;15; R$17,08 ; R$256,20 
Credito;02/07/2021;Transferência - Liquidação;AIRB34 - AIRBNB INC;NU INVEST CORRETORA DE VALORES S.A.;10; R$37,99 ; R$379,90 
Credito;02/07/2021;Transferência;AIRB34 - AIRBNB INC;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;02/07/2021;Transferência;AIRB34 - AIRBNB INC;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;02/07/2021;Desdobro;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Debito;02/07/2021;Dividendo - Transferido;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,02 ; R$0,24 
Credito;02/07/2021;Dividendo - Transferido;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,02 ; R$0,24 
Debito;02/07/2021;Juros Sobre Capital Próprio - Transferido;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;74; R$0,10 ; R$6,48 
Credito;02/07/2021;Juros Sobre Capital Próprio - Transferido;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;NU INVEST CORRETORA DE VALORES S.A.;74; R$0,10 ; R$6,48 
Credito;02/07/2021;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$12,42 ; R$248,40 
Debito;02/07/2021;Transferência;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;02/07/2021;Transferência - Liquidação;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;10; R$25,00 ; R$250,00 
Credito;02/07/2021;Transferência;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;01/07/2021;Dividendo;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;110; R$0,02 ; R$2,20 
Debito;01/07/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;01/07/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;01/07/2021;Transferência - Liquidação;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$43,93 ; R$439,30 
Credito;01/07/2021;Compra;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;0,5; R$10.818,07 ; R$5.409,04 
Credito;30/06/2021;Juros Sobre Capital Próprio;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,17 ; R$0,43 
Debito;29/06/2021;Transferência - Liquidação;LAME4 - LOJAS AMERICANAS S.A.;CLEAR CORRETORA - GRUPO XP;30; R$22,56 ; R$676,80 
Credito;29/06/2021;Juros Sobre Capital Próprio - Transferido;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,10 ; R$1,34 
Debito;29/06/2021;Juros Sobre Capital Próprio - Transferido;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;16; R$0,10 ; R$1,34 
Debito;29/06/2021;Transferência - Liquidação;SANB3 - BANCO SANTANDER (BRASIL) S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; R$20,53 ; R$20,53 
Credito;29/06/2021;Juros Sobre Capital Próprio - Transferido;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,02 ; R$0,35 
Debito;29/06/2021;Juros Sobre Capital Próprio - Transferido;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,02 ; R$0,35 
Debito;28/06/2021;Transferência;NTCO3 - NATURA &CO HOLDING S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;28/06/2021;Transferência;NTCO3 - NATURA &CO HOLDING S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;28/06/2021;Transferência - Liquidação;NTCO3 - NATURA &CO HOLDING S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; R$57,62 ; R$57,62 
Debito;28/06/2021;Juros Sobre Capital Próprio - Transferido;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,08 ; R$0,68 
Credito;28/06/2021;Juros Sobre Capital Próprio - Transferido;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,08 ; R$0,68 
Debito;25/06/2021;Transferência;AAPL34 - APPLE INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;25/06/2021;Transferência;AAPL34 - APPLE INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;25/06/2021;Transferência - Liquidação;AAPL34 - APPLE INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$66,60 ; R$333,00 
Credito;25/06/2021;Transferência - Liquidação;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;28; R$18,15 ; R$508,20 
Credito;25/06/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;28; - ; - 
Debito;25/06/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;28; - ; - 
Debito;25/06/2021;Transferência;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;30; - ; - 
Credito;25/06/2021;Transferência;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;30; - ; - 
Credito;25/06/2021;Transferência - Liquidação;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;30; R$23,20 ; R$696,00 
Credito;25/06/2021;Transferência - Liquidação;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;5; R$79,65 ; R$398,28 
Credito;25/06/2021;Transferência - Liquidação;BTLG11 - BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;8; R$111,00 ; R$888,00 
Credito;25/06/2021;Transferência;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Debito;25/06/2021;Transferência;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Credito;25/06/2021;Transferência - Liquidação;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;15; R$28,48 ; R$427,20 
Credito;25/06/2021;Transferência - Liquidação;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;5; R$45,38 ; R$226,90 
Debito;25/06/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;25/06/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;25/06/2021;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;NU INVEST CORRETORA DE VALORES S.A.;39; R$13,13 ; R$512,07 
Credito;25/06/2021;Transferência;TOTS3 - TOTVS S.A.;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Credito;25/06/2021;Transferência - Liquidação;TOTS3 - TOTVS S.A.;NU INVEST CORRETORA DE VALORES S.A.;15; R$37,82 ; R$567,30 
Debito;25/06/2021;Transferência;TOTS3 - TOTVS S.A.;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Debito;25/06/2021;Transferência;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;25/06/2021;Transferência - Liquidação;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;20; R$26,27 ; R$525,40 
Credito;25/06/2021;Transferência;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;25/06/2021;Transferência - Liquidação;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;5; R$110,27 ; R$551,35 
Credito;25/06/2021;Transferência - Liquidação;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;5; R$104,70 ; R$523,50 
Credito;25/06/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;27; R$0,40 ; R$10,80 
Debito;24/06/2021;VENCIMENTO;CDB - CDB3181NARK - BANCO MAXIMA S/A;EASYNVEST - TITULO CV S/A;1; - ; - 
Credito;23/06/2021;Dividendo;ENBR3 - EDP ENERGIAS DO BRASIL S.A.;CLEAR CORRETORA - GRUPO XP;54; R$0,73 ; R$39,35 
Credito;23/06/2021;Juros Sobre Capital Próprio;ENBR3 - EDP ENERGIAS DO BRASIL S.A.;CLEAR CORRETORA - GRUPO XP;54; R$0,27 ; R$12,45 
Credito;23/06/2021;Transferência - Liquidação;HASH11 - HASHDEX NASDAQ CRYPTO INDEX FUNDO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;20; R$29,84 ; R$596,80 
Credito;23/06/2021;Transferência - Liquidação;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$46,33 ; R$463,30 
Debito;23/06/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;23/06/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;23/06/2021;Recibo de Subscrição;RECR14 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;23/06/2021;Recibo de Subscrição;RECR14 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;22/06/2021;Direitos de Subscrição - Excercído;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;18/06/2021;Transferência;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;18/06/2021;Transferência;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;18/06/2021;Transferência;GOAU4 - METALURGICA GERDAU S.A.;NU INVEST CORRETORA DE VALORES S.A.;34; - ; - 
Debito;18/06/2021;Transferência;GOAU4 - METALURGICA GERDAU S.A.;NU INVEST CORRETORA DE VALORES S.A.;34; - ; - 
Credito;18/06/2021;Juros Sobre Capital Próprio;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;243; R$0,10 ; R$20,54 
Debito;17/06/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;17/06/2021;Transferência;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;17/06/2021;Transferência;AMZO34 - AMAZON.COM, INC;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Debito;17/06/2021;Transferência;AMZO34 - AMAZON.COM, INC;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Debito;17/06/2021;Transferência;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;17/06/2021;Transferência;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;17/06/2021;Transferência;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Debito;17/06/2021;Transferência;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Credito;17/06/2021;Transferência - Liquidação;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;4; R$121,85 ; R$487,40 
Debito;17/06/2021;Transferência;COCA34 - THE COCA-COLA COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;17/06/2021;Transferência;COCA34 - THE COCA-COLA COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;17/06/2021;Transferência;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Debito;17/06/2021;Transferência;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;15; - ; - 
Debito;17/06/2021;Transferência;DISB34 - THE WALT DISNEY COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;17/06/2021;Transferência;DISB34 - THE WALT DISNEY COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;17/06/2021;Transferência - Liquidação;GOAU4 - METALURGICA GERDAU S.A.;NU INVEST CORRETORA DE VALORES S.A.;35; R$14,24 ; R$498,40 
Credito;17/06/2021;Transferência;GOAU4 - METALURGICA GERDAU S.A.;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Debito;17/06/2021;Transferência;GOAU4 - METALURGICA GERDAU S.A.;NU INVEST CORRETORA DE VALORES S.A.;2; - ; - 
Credito;17/06/2021;Transferência;GOGL34 - ALPHABET INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;17/06/2021;Transferência;GOGL34 - ALPHABET INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;17/06/2021;Transferência;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;17/06/2021;Transferência;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;17/06/2021;Transferência - Liquidação;ITUB3 - ITAU UNIBANCO HOLDING S/A;NU INVEST CORRETORA DE VALORES S.A.;1; R$28,83 ; R$28,83 
Credito;17/06/2021;Transferência;JNJB34 - JOHNSON & JOHNSON;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;17/06/2021;Transferência;JNJB34 - JOHNSON & JOHNSON;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;17/06/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;17/06/2021;Transferência;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;17/06/2021;Transferência;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Debito;17/06/2021;Transferência;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Debito;17/06/2021;Transferência;MSFT34 - MICROSOFT CORPORATION;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;17/06/2021;Transferência;MSFT34 - MICROSOFT CORPORATION;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;17/06/2021;Transferência;NIKE34 - NIKE INC;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;17/06/2021;Transferência;NIKE34 - NIKE INC;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;17/06/2021;Transferência;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;17/06/2021;Transferência;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;17/06/2021;Transferência;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Debito;17/06/2021;Transferência;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;10; - ; - 
Credito;17/06/2021;Transferência - Liquidação;SANB3 - BANCO SANTANDER (BRASIL) S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; R$21,60 ; R$21,60 
Debito;17/06/2021;Transferência;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;17/06/2021;Transferência;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Debito;17/06/2021;Transferência;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;17/06/2021;Transferência;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; - ; - 
Credito;16/06/2021;Transferência - Liquidação;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;1; R$19,41 ; R$19,41 
Credito;16/06/2021;Transferência - Liquidação;AMZO34 - AMAZON.COM, INC;NU INVEST CORRETORA DE VALORES S.A.;3; R$108,65 ; R$325,95 
Debito;16/06/2021;Transferência - Liquidação;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$35,66 ; R$106,98 
Credito;16/06/2021;Transferência - Liquidação;BBDC3 - BANCO BRADESCO S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$23,85 ; R$238,50 
Debito;16/06/2021;Transferência;BERK34 - BERKSHIRE HATHAWAY INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;16/06/2021;Transferência;BERK34 - BERKSHIRE HATHAWAY INC.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;16/06/2021;Transferência - Liquidação;BERK34 - BERKSHIRE HATHAWAY INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$71,64 ; R$358,20 
Credito;16/06/2021;Transferência - Liquidação;BPAC11 - BANCO BTG PACTUAL S/A;NU INVEST CORRETORA DE VALORES S.A.;1; R$118,72 ; R$118,72 
Credito;16/06/2021;Transferência - Liquidação;COCA34 - THE COCA-COLA COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; R$46,80 ; R$234,00 
Credito;16/06/2021;Transferência - Liquidação;CSAN3 - COSAN S.A.;NU INVEST CORRETORA DE VALORES S.A.;15; R$25,33 ; R$379,95 
Credito;16/06/2021;Transferência - Liquidação;DISB34 - THE WALT DISNEY COMPANY;NU INVEST CORRETORA DE VALORES S.A.;5; R$59,93 ; R$299,65 
Credito;16/06/2021;Transferência - Liquidação;GOAU4 - METALURGICA GERDAU S.A.;NU INVEST CORRETORA DE VALORES S.A.;1; R$14,44 ; R$14,44 
Credito;16/06/2021;Transferência - Liquidação;GOGL34 - ALPHABET INC.;NU INVEST CORRETORA DE VALORES S.A.;5; R$81,98 ; R$409,90 
Credito;16/06/2021;Transferência - Liquidação;JNJB34 - JOHNSON & JOHNSON;NU INVEST CORRETORA DE VALORES S.A.;5; R$55,55 ; R$277,75 
Credito;16/06/2021;Transferência - Liquidação;LREN3 - LOJAS RENNER S/A;NU INVEST CORRETORA DE VALORES S.A.;1; R$47,94 ; R$47,94 
Credito;16/06/2021;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;NU INVEST CORRETORA DE VALORES S.A.;20; R$20,52 ; R$410,40 
Credito;16/06/2021;Transferência - Liquidação;MSFT34 - MICROSOFT CORPORATION;NU INVEST CORRETORA DE VALORES S.A.;5; R$54,39 ; R$271,95 
Credito;16/06/2021;Transferência - Liquidação;NIKE34 - NIKE INC;NU INVEST CORRETORA DE VALORES S.A.;5; R$66,11 ; R$330,55 
Credito;16/06/2021;Transferência - Liquidação;PSSA3 - PORTO SEGURO S/A;NU INVEST CORRETORA DE VALORES S.A.;1; R$55,06 ; R$55,06 
Credito;16/06/2021;Transferência - Liquidação;RDOR3 - REDE DOR SAO LUIZ S/A;NU INVEST CORRETORA DE VALORES S.A.;10; R$69,36 ; R$693,60 
Credito;16/06/2021;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;NU INVEST CORRETORA DE VALORES S.A.;1; R$13,55 ; R$13,55 
Credito;16/06/2021;Transferência - Liquidação;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;NU INVEST CORRETORA DE VALORES S.A.;1; R$27,42 ; R$27,42 
Credito;16/06/2021;Transferência - Liquidação;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;2; R$110,21 ; R$220,42 
Credito;16/06/2021;Transferência - Liquidação;WEGE3 - WEG S.A.;NU INVEST CORRETORA DE VALORES S.A.;20; R$35,02 ; R$700,40 
Debito;15/06/2021;Juros Sobre Capital Próprio - Transferido;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,17 ; R$0,43 
Credito;15/06/2021;Juros Sobre Capital Próprio - Transferido;BBAS3 - BANCO DO BRASIL S/A;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,17 ; R$0,43 
Credito;15/06/2021;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;35; R$0,50 ; R$17,50 
Credito;15/06/2021;Rendimento;BCFF13 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,20 ; R$2,02 
Credito;15/06/2021;Rendimento;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,64 ; R$1,92 
Credito;15/06/2021;Rendimento;KISU14 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;11; R$0,02 ; R$0,20 
Credito;15/06/2021;Rendimento;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;2; R$0,07 ; R$0,14 
Credito;15/06/2021;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;39; R$1,20 ; R$46,80 
Credito;15/06/2021;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;33; R$0,45 ; R$14,85 
Credito;15/06/2021;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,35 ; R$3,50 
