Data operação;Categoria;Código Ativo;Operação C/V;Quantidade;Preço unitário;Corretora;Corretagem;Taxas;Impostos;IRRF
16/01/2023;Fundos imobiliários;XPLG11;C;9;93,51;MODAL DTVM LTDA;0;0;0;0
28/11/2022;Fundos imobiliários;XPML11;C;6;98,83;MODAL DTVM LTDA;0;0;0;0
28/11/2022;Fundos imobiliários;KISU11;C;9;8,04;MODAL DTVM LTDA;0;0;0;0
25/11/2022;Fundos imobiliários;XPLG11;V;43;99,09;MODAL DTVM LTDA;0;0;0;0
25/11/2022;Fundos imobiliários;SDIL11;C;79;91,25;MODAL DTVM LTDA;0;0;0;0
25/11/2022;Fundos imobiliários;BTLG11;V;57;98,79;MODAL DTVM LTDA;0;0;0;0
25/11/2022;Fundos imobiliários;KNSC11;C;16;85,5;MODAL DTVM LTDA;0;0;0;0
25/11/2022;Fundos imobiliários;RBRR11;C;16;87,59;MODAL DTVM LTDA;0;0;0;0
21/11/2022;Fundos imobiliários;KNSC11;C;25;85,46;MODAL DTVM LTDA;0;0;0;0
21/11/2022;Fundos imobiliários;CVBI11;C;10;89,24;MODAL DTVM LTDA;0;0;0;0
21/11/2022;Fundos imobiliários;RECR11;C;10;86,35;MODAL DTVM LTDA;0;0;0;0
18/11/2022;Ações;AERI3;V;500;1,49;MODAL DTVM LTDA;0;0;0;0
18/11/2022;Ações;SAPR3;V;300;3,2;MODAL DTVM LTDA;0;0;0;0
18/11/2022;Ações;OIBR3;V;3.000,00;0,18;MODAL DTVM LTDA;0;0;0;0
16/11/2022;Fundos imobiliários;VGIP11;V;12;86,64;MODAL DTVM LTDA;0;0;0;0
11/11/2022;Fundos imobiliários;URPR11;C;10;99,89;MODAL DTVM LTDA;0;0;0;0
10/11/2022;Ações;CSAN3;V;100;17,45;MODAL DTVM LTDA;0;0;0;0
10/11/2022;ETF;HASH11;C;110;15,6;MODAL DTVM LTDA;0;0;0;0
08/11/2022;Fundos imobiliários;RBRR11;C;29;90,45;MODAL DTVM LTDA;0;0;0;0
08/11/2022;Fundos imobiliários;VRTA11;V;23;95,73;MODAL DTVM LTDA;0;0;0;0
04/11/2022;Fundos imobiliários;RBRR11;C;20;89,29;MODAL DTVM LTDA;0;0;0;0
04/11/2022;Fundos imobiliários;CVBI11;C;10;91;MODAL DTVM LTDA;0;0;0;0
04/11/2022;Fundos imobiliários;RECR11;C;10;90,54;MODAL DTVM LTDA;0;0;0;0
04/11/2022;Fundos imobiliários;URPR11;C;10;101,15;MODAL DTVM LTDA;0;0;0;0
25/10/2022;Fundos imobiliários;GALG11;V;200;9,64;MODAL DTVM LTDA;0;0;0;0
25/10/2022;Fundos imobiliários;HGLG11;C;12;165,06;MODAL DTVM LTDA;0;0;0;0
25/10/2022;Fundos imobiliários;KISU11;C;6;8,88;MODAL DTVM LTDA;0;0;0;0
18/10/2022;Ações;OIBR3;C;3.000,00;0,36;MODAL DTVM LTDA;0;0;0;0
18/10/2022;Ações;AERI3;C;500;2,01;MODAL DTVM LTDA;0;0;0;0
18/10/2022;Ações;SAPR3;C;300;3,36;MODAL DTVM LTDA;0;0;0;0
17/10/2022;Fundos imobiliários;KISU11;C;6;8,64;MODAL DTVM LTDA;0;0;0;0
17/10/2022;Fundos imobiliários;RECR11;C;7;88,21;MODAL DTVM LTDA;0;0;0;0
17/10/2022;Fundos imobiliários;CVBI11;C;7;89,06;MODAL DTVM LTDA;0;0;0;0
13/10/2022;Fundos imobiliários;HGLG11;C;4;168,24;MODAL DTVM LTDA;0;0;0;0
13/10/2022;Fundos imobiliários;HGLG11;C;6;168,22;MODAL DTVM LTDA;0;0;0;0
13/10/2022;Fundos imobiliários;URPR11;C;10;102,02;MODAL DTVM LTDA;0;0;0;0
13/10/2022;Fundos imobiliários;VGIP11;C;12;89,73;MODAL DTVM LTDA;0;0;0;0
13/10/2022;Fundos imobiliários;KNSC11;C;12;85,46;MODAL DTVM LTDA;0;0;0;0
11/10/2022;ETF;IVVB11;V;83;204,58;MODAL DTVM LTDA;0;0;0;0
10/10/2022;Fundos imobiliários;RECR11;C;10;89,1;MODAL DTVM LTDA;0;0;0;0
10/10/2022;ETF Exterior;VOO;V;1,10960569;329,62;PASSFOLIO;0;0;0;0
06/10/2022;ETF Exterior;VOO;C;1,10960569;345,42;PASSFOLIO;0;0;0;0
05/10/2022;ETF Exterior;VOO;V;1,10587341;346,41;PASSFOLIO;0;0;0;0
04/10/2022;ETF Exterior;VOO;C;1,10587341;342,39;PASSFOLIO;0;0;0;0
04/10/2022;Fundos imobiliários;VRTA11;C;23;91,5;MODAL DTVM LTDA;0;0;0;0
30/09/2022;Fundos imobiliários;URPR11;C;10;103,08;MODAL DTVM LTDA;0;0;0;0
20/09/2022;Fundos imobiliários;MXRF11;V;26;10,29;MODAL DTVM LTDA;0;0;0;0
16/09/2022;Fundos imobiliários;KISU11;C;17;8,35;MODAL DTVM LTDA;0;0;0;0
15/09/2022;Fundos imobiliários;URPR11;C;5;103,19;MODAL DTVM LTDA;0;0;0;0
15/09/2022;Fundos imobiliários;HSML11;C;5;89,8;MODAL DTVM LTDA;0;0;0;0
09/09/2022;Fundos imobiliários;RECR11;C;5;91,83;MODAL DTVM LTDA;0;0;0;0
09/09/2022;Fundos imobiliários;CVBI11;C;3;91,77;MODAL DTVM LTDA;0;0;0;0
09/09/2022;Fundos imobiliários;KNSC11;C;3;85,65;MODAL DTVM LTDA;0;0;0;0
08/09/2022;Fundos imobiliários;URPR11;C;15;102,91;MODAL DTVM LTDA;0;0;0;0
08/09/2022;Fundos imobiliários;URPR11;C;15;102,99;MODAL DTVM LTDA;0;0;0;0
08/09/2022;Fundos imobiliários;GALG11;C;100;9,7;MODAL DTVM LTDA;0;0;0;0
08/09/2022;Fundos imobiliários;GALG11;C;100;9,75;MODAL DTVM LTDA;0;0;0;0
06/09/2022;Fundos imobiliários;CVBI11;C;10;92,35;MODAL DTVM LTDA;0;0;0;0
06/09/2022;ETF;IVVB11;C;5;225,8;MODAL DTVM LTDA;0;0;0;0
29/08/2022;Fundos imobiliários;CVBI11;C;10;92,9;MODAL DTVM LTDA;0;0;0;0
29/08/2022;ETF;IVVB11;C;5;222,78;MODAL DTVM LTDA;0;0;0;0
29/08/2022;Fundos imobiliários;BTLG11;C;10;102,18;MODAL DTVM LTDA;0;0;0;0
29/08/2022;ETF;HASH11;C;25;18,55;MODAL DTVM LTDA;0;0;0;0
29/08/2022;Fundos imobiliários;KNSC11;C;20;86,26;MODAL DTVM LTDA;0;0;0;0
29/08/2022;Ações;ITSA4;V;947;9,33;MODAL DTVM LTDA;0;0;0;0
17/08/2022;Fundos imobiliários;MXRF11;C;26;9,97;MODAL DTVM LTDA;0;0;0;0
15/08/2022;Fundos imobiliários;ALZR11;C;1;117,37;MODAL DTVM LTDA;0;0;0;0
11/08/2022;Fundos imobiliários;CVBI11;C;6;90,83;MODAL DTVM LTDA;0;0;0;0
11/08/2022;Fundos imobiliários;CVBI11;C;18;91,5;MODAL DTVM LTDA;0;0;0;0
11/08/2022;Fundos imobiliários;HSML11;C;5;81,99;MODAL DTVM LTDA;0;0;0;0
11/08/2022;Fundos imobiliários;RECR11;C;1;90,9;MODAL DTVM LTDA;0;0;0;0
11/08/2022;Fundos imobiliários;RECR11;C;1;90,87;MODAL DTVM LTDA;0;0;0;0
11/08/2022;Fundos imobiliários;RECR11;C;3;90,83;MODAL DTVM LTDA;0;0;0;0
11/08/2022;Ações;PSSA3;V;88;21,51;MODAL DTVM LTDA;0;0;0;0
11/08/2022;Ações;TAEE11;V;33;43,1;MODAL DTVM LTDA;0;0;0;0
09/08/2022;Fundos imobiliários;BTLG11;C;14;100,57;MODAL DTVM LTDA;0;0;0;0
09/08/2022;Fundos imobiliários;ALZR11;C;15;114,86;MODAL DTVM LTDA;0;0;0;0
09/08/2022;Fundos imobiliários;HSML11;C;10;79,3;MODAL DTVM LTDA;0;0;0;0
09/08/2022;Fundos imobiliários;KISU11;C;10;7,77;MODAL DTVM LTDA;0;0;0;0
09/08/2022;Fundos imobiliários;KNRI11;C;15;140,54;MODAL DTVM LTDA;0;0;0;0
09/08/2022;Fundos imobiliários;VISC11;C;10;103,96;MODAL DTVM LTDA;0;0;0;0
08/08/2022;ETF;IVVB11;C;11;233,6;MODAL DTVM LTDA;0;0;0;0
08/08/2022;ETF;IVVB11;C;30;232,31;MODAL DTVM LTDA;0;0;0;0
08/08/2022;Ações;PSSA3;V;200;21,07;MODAL DTVM LTDA;0;0;0;0
08/08/2022;Ações;TAEE11;V;100;42,91;MODAL DTVM LTDA;0;0;0;0
08/08/2022;ETF Exterior;VOO;V;0,49649;381,31;AVENUE;0;0;0;0
08/08/2022;Ações;CSAN3;V;100;19,72;MODAL DTVM LTDA;0;0;0;0
08/08/2022;Ações;CSAN3;V;29;19,74;MODAL DTVM LTDA;0;0;0;0
08/08/2022;ETF;SMAL11;V;30;105,51;MODAL DTVM LTDA;0;0;0;0
08/08/2022;Ações;BBAS3;V;63;38,78;MODAL DTVM LTDA;0;0;0;0
02/08/2022;ETF Exterior;VOO;C;0,49649;375,55;AVENUE;0;0;0;0
01/08/2022;ETF;IVVB11;V;5;234;MODAL DTVM LTDA;0;0;0;0
01/08/2022;Fundos imobiliários;HSML11;C;10;78,42;MODAL DTVM LTDA;0;0;0;0
01/08/2022;Ações;KLBN4;V;550;3,92;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Fundos imobiliários;CVBI11;C;20;96,7;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Fundos imobiliários;BTLG11;C;10;98,72;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Ações;ITSA4;C;30;8,55;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Fundos imobiliários;ALZR11;C;5;113,05;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Fundos imobiliários;ALZR11;C;25;113;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Fundos imobiliários;HSML11;C;5;77,92;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Fundos imobiliários;HSML11;C;5;77,96;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Fundos imobiliários;KISU11;C;4;7,93;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Fundos imobiliários;KNRI11;C;5;134,52;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Fundos imobiliários;KNRI11;C;25;134,5;MODAL DTVM LTDA;0;0;0;0
26/07/2022;Fundos imobiliários;URPR11;V;77;108,7;MODAL DTVM LTDA;0;0;0;0
19/07/2022;Fundos imobiliários;HSML11;C;1;77,16;MODAL DTVM LTDA;0;0;0;0
18/07/2022;Fundos imobiliários;HSML11;C;7;77,34;MODAL DTVM LTDA;0;0;0;0
18/07/2022;Fundos imobiliários;VISC11;C;4;100,09;MODAL DTVM LTDA;0;0;0;0
13/07/2022;ETF;IVVB11;C;16;223,95;MODAL DTVM LTDA;0;0;0;0
12/07/2022;Ações;BBSE3;V;145;25,3;MODAL DTVM LTDA;0;0;0;0
05/07/2022;Ações;ITSA4;C;20;8,22;MODAL DTVM LTDA;0;0;0;0
05/07/2022;Ações;PSSA3;C;8;18,06;MODAL DTVM LTDA;0;0;0;0
05/07/2022;Ações;CSAN3;C;9;17,18;MODAL DTVM LTDA;0;0;0;0
05/07/2022;Fundos imobiliários;URPR11;C;57;102,5;MODAL DTVM LTDA;0;0;0;0
29/06/2022;ETF;IVVB11;C;1;217,16;MODAL DTVM LTDA;0;0;0;0
29/06/2022;ETF;HASH11;C;15;17,35;MODAL DTVM LTDA;0;0;0;0
24/06/2022;Ações;TAEE11;C;100;39,1;MODAL DTVM LTDA;0;0;0;0
24/06/2022;Ações;TAEE11;C;33;39,11;MODAL DTVM LTDA;0;0;0;0
24/06/2022;Ações;TAEE4;V;400;13,06;MODAL DTVM LTDA;0;0;0;0
17/06/2022;ETF;HASH11;C;20;17,43;MODAL DTVM LTDA;0;0;0;0
17/06/2022;Ações;ITSA4;C;40;8,62;MODAL DTVM LTDA;0;0;0;0
17/06/2022;Ações;PSSA3;C;15;18,27;MODAL DTVM LTDA;0;0;0;0
17/06/2022;Ações;CSAN3;C;20;18,47;MODAL DTVM LTDA;0;0;0;0
17/06/2022;Ações;KLBN4;C;50;4;MODAL DTVM LTDA;0;0;0;0
15/06/2022;Fundos imobiliários;RECR11;C;11;98;MODAL DTVM LTDA;0;0;0;0
14/06/2022;Ações;ITSA4;C;100;8,68;MODAL DTVM LTDA;0;0;0;0
14/06/2022;Ações;CSAN3;C;50;18,5;MODAL DTVM LTDA;0;0;0;0
14/06/2022;Ações;KLBN4;C;500;4,05;MODAL DTVM LTDA;0;0;0;0
13/06/2022;ETF;IVVB11;C;20;211,04;MODAL DTVM LTDA;0;0;0;0
13/06/2022;ETF;HASH11;C;100;20,02;MODAL DTVM LTDA;0;0;0;0
13/06/2022;Ações;ITSA4;C;150;8,8;MODAL DTVM LTDA;0;0;0;0
13/06/2022;Ações;PSSA3;C;50;18,78;MODAL DTVM LTDA;0;0;0;0
13/06/2022;Ações;CSAN3;C;50;19,24;MODAL DTVM LTDA;0;0;0;0
13/06/2022;ETF;SMAL11;C;30;97,41;MODAL DTVM LTDA;0;0;0;0
09/06/2022;Ações;CSAN3;V;35;20,22;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/06/2022;Ações;KLBN4;V;150;4,17;NU INVEST CORRETORA DE VALORES;0;0;0;0
08/06/2022;Fundos imobiliários;KNCR11;V;18;101,54;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/06/2022;ETF Exterior;VT;V;20,52475021;92,98;PASSFOLIO;0;0;0;0
01/06/2022;Fundos imobiliários;BTLG11;C;3;102,98;MODAL DTVM LTDA;0;0;0;0
31/05/2022;ETF;HASH11;C;14;25,79;MODAL DTVM LTDA;0;0;0;0
23/05/2022;ETF;HASH11;C;19;24,73;MODAL DTVM LTDA;0;0;0;0
23/05/2022;Fundos imobiliários;KISU11;C;3;7,27;MODAL DTVM LTDA;0;0;0;0
09/05/2022;ETF;HASH11;C;10;30,01;MODAL DTVM LTDA;0;0;0;0
09/05/2022;Ações;ITSA4;C;27;8,85;MODAL DTVM LTDA;0;0;0;0
09/05/2022;Ações;PSSA3;C;20;19,55;MODAL DTVM LTDA;0;0;0;0
09/05/2022;Ações;CSAN3;C;10;17,5;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/05/2022;Ações;ITSA4;C;30;9,12;MODAL DTVM LTDA;0;0;0;0
03/05/2022;Ações;CSAN3;C;25;19,52;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/05/2022;Ações;KLBN4;C;50;4,09;NU INVEST CORRETORA DE VALORES;0;0;0;0
29/04/2022;Ações;KLBN4;C;100;4,11;NU INVEST CORRETORA DE VALORES;0;0;0;0
26/04/2022;Ações;ITSA4;C;65;9,5;MODAL DTVM LTDA;0;0;0;0
14/04/2022;Ações;ITSA4;C;37;10,06;MODAL DTVM LTDA;0;0;0;0
13/04/2022;Fundos imobiliários;CVBI11;C;8;101,7;MODAL DTVM LTDA;0;0;0;0
13/04/2022;Fundos imobiliários;CVBI11;C;14;101,71;MODAL DTVM LTDA;0;0;0;0
13/04/2022;Fundos imobiliários;KISU11;C;4;7,77;MODAL DTVM LTDA;0;0;0;0
13/04/2022;Fundos imobiliários;URPR11;C;20;108,65;MODAL DTVM LTDA;0;0;0;0
08/04/2022;Fundos imobiliários;IRDM11;V;40;110,2;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/04/2022;Fundos imobiliários;KISU11;C;6;7,71;MODAL DTVM LTDA;0;0;0;0
07/04/2022;Fundos imobiliários;KNCR11;C;3;101,55;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/04/2022;Fundos imobiliários;KNCR11;C;15;101,54;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/04/2022;ETF Exterior;VT;C;2,10315071;99,66;PASSFOLIO;0;0;0;0
07/04/2022;Fundos imobiliários;HCTR11;V;7;119,64;NU INVEST CORRETORA DE VALORES;0;0;0;0
24/03/2022;Fundos imobiliários;KISU11;C;2;7,52;MODAL DTVM LTDA;0;0;0;0
24/03/2022;Fundos imobiliários;XPLG11;C;1;99,13;MODAL DTVM LTDA;0;0;0;0
22/03/2022;Fundos imobiliários;HSML11;C;3;74,95;MODAL DTVM LTDA;0;0;0;0
22/03/2022;Fundos imobiliários;HSML11;C;2;74,96;MODAL DTVM LTDA;0;0;0;0
22/03/2022;Ações;PSSA3;C;10;20,5;MODAL DTVM LTDA;0;0;0;0
22/03/2022;Fundos imobiliários;KISU11;C;50;7,49;MODAL DTVM LTDA;0;0;0;0
22/03/2022;Fundos imobiliários;TGAR11;V;10;111,81;NU INVEST CORRETORA DE VALORES;0;0;0;0
21/03/2022;Fundos imobiliários;HSML11;C;1;73,01;MODAL DTVM LTDA;0;0;0;0
21/03/2022;Fundos imobiliários;HSML11;C;6;73,02;MODAL DTVM LTDA;0;0;0;0
21/03/2022;Fundos imobiliários;KISU11;C;50;7,5;MODAL DTVM LTDA;0;0;0;0
21/03/2022;Fundos imobiliários;XPLG11;C;6;95,77;MODAL DTVM LTDA;0;0;0;0
18/03/2022;Fundos imobiliários;KISU11;C;9;7,6;MODAL DTVM LTDA;0;0;0;0
15/03/2022;Fundos imobiliários;HSML11;C;6;74;MODAL DTVM LTDA;0;0;0;0
07/03/2022;ETF;HASH11;C;10;34,94;MODAL DTVM LTDA;0;0;0;0
07/03/2022;Ações;ITSA4;C;4;9,71;MODAL DTVM LTDA;0;0;0;0
07/03/2022;ETF Exterior;VT;C;1,11386449;95,64;PASSFOLIO;0;0;0;0
07/03/2022;Fundos imobiliários;HCTR11;C;5;122,54;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/03/2022;ETF;HASH11;C;28;36,88;MODAL DTVM LTDA;0;0;0;0
04/03/2022;Ações;ITSA4;C;99;9,77;MODAL DTVM LTDA;0;0;0;0
04/03/2022;ETF Exterior;VT;C;3,99493278;96,7;PASSFOLIO;0;0;0;0
03/03/2022;Fundos imobiliários;HSML11;C;20;76,37;MODAL DTVM LTDA;0;0;0;0
03/03/2022;Fundos imobiliários;KISU11;C;10;7,67;MODAL DTVM LTDA;0;0;0;0
03/03/2022;Fundos imobiliários;HCTR11;C;2;123,89;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/03/2022;Fundos imobiliários;TGAR11;C;10;111,81;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/03/2022;Ações;CSMG3;V;100;14,01;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/03/2022;Ações;CSMG3;V;30;14;NU INVEST CORRETORA DE VALORES;0;0;0;0
23/02/2022;ETF Exterior;VT;C;1,97598784;98,7;PASSFOLIO;0;0;0;0
16/02/2022;Fundos imobiliários;KISU11;C;6;7,82;MODAL DTVM LTDA;0;0;0;0
16/02/2022;Fundos imobiliários;VISC11;C;1;99,27;MODAL DTVM LTDA;0;0;0;0
16/02/2022;Fundos imobiliários;VISC11;C;1;99,3;MODAL DTVM LTDA;0;0;0;0
16/02/2022;Fundos imobiliários;XPLG11;C;1;97,19;MODAL DTVM LTDA;0;0;0;0
09/02/2022;Fundos imobiliários;KISU11;C;6;7,76;MODAL DTVM LTDA;0;0;0;0
09/02/2022;Fundos imobiliários;VISC11;C;1;100,25;MODAL DTVM LTDA;0;0;0;0
09/02/2022;Fundos imobiliários;VISC11;C;14;100,26;MODAL DTVM LTDA;0;0;0;0
09/02/2022;Fundos imobiliários;IRDM11;C;40;110,2;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/02/2022;Fundos imobiliários;HCTR11;V;1;122,74;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/02/2022;Fundos imobiliários;HCTR11;V;10;122,75;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/02/2022;Fundos imobiliários;HCTR11;V;8;122,76;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/02/2022;Fundos imobiliários;HCTR11;V;1;122,79;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/02/2022;Fundos imobiliários;CPTS11;V;17;97,29;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/02/2022;Fundos imobiliários;CPTS11;V;11;97,28;NU INVEST CORRETORA DE VALORES;0;0;0;0
09/02/2022;Fundos imobiliários;CPTS11;V;8;97,26;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/02/2022;Fundos imobiliários;KISU11;C;60;7,98;MODAL DTVM LTDA;0;0;0;0
07/02/2022;Fundos imobiliários;KISU11;C;78;7,99;MODAL DTVM LTDA;0;0;0;0
07/02/2022;Fundos imobiliários;VISC11;C;23;100,3;MODAL DTVM LTDA;0;0;0;0
07/02/2022;Fundos imobiliários;HCTR11;C;20;122,69;NU INVEST CORRETORA DE VALORES;0;0;0;0
07/02/2022;Fundos imobiliários;XPLG11;C;10;97,65;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;BTLG11;C;20;105,49;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;HSML11;V;8;75,15;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;HSML11;V;2;75,16;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;RECR11;C;10;103,5;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Ações;PSSA3;C;4;19,22;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Ações;PSSA3;C;46;19,23;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;KISU11;C;3;7,93;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;VISC11;C;5;99,88;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;VISC11;C;5;99,89;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;VISC11;V;59;99,8;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;VISC11;V;1;99,78;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Ações;TAEE4;C;100;12,55;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;HCTR11;V;10;124,61;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/02/2022;Fundos imobiliários;XPLG11;C;4;97,11;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Fundos imobiliários;XPLG11;C;6;97,1;MODAL DTVM LTDA;0;0;0;0
04/02/2022;Ações;CSMG3;C;100;13,29;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/02/2022;Fundos imobiliários;CPTS11;C;10;97,46;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/02/2022;Fundos imobiliários;CPTS11;C;10;97,47;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/02/2022;Fundos imobiliários;BCFF11;V;20;71,75;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/02/2022;Fundos imobiliários;BRCO11;V;10;99,35;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/02/2022;Fundos imobiliários;VILG11;V;10;100,22;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/02/2022;Fundos imobiliários;XPML11;V;57;95,7;NU INVEST CORRETORA DE VALORES;0;0;0;0
04/02/2022;Ações;MGLU3;V;93;6,31;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/02/2022;ETF;HASH11;C;18;35,36;MODAL DTVM LTDA;0;0;0;0
03/02/2022;Fundos imobiliários;HSML11;C;2;75,46;MODAL DTVM LTDA;0;0;0;0
03/02/2022;Fundos imobiliários;HSML11;C;4;75,53;MODAL DTVM LTDA;0;0;0;0
03/02/2022;Fundos imobiliários;HSML11;C;4;75,54;MODAL DTVM LTDA;0;0;0;0
03/02/2022;Fundos imobiliários;HCTR11;C;10;124,2;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/02/2022;Fundos imobiliários;BRCO11;C;10;99,18;NU INVEST CORRETORA DE VALORES;0;0;0;0
03/02/2022;Fundos imobiliários;VILG11;C;10;102,22;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/02/2022;Fundos imobiliários;KISU11;C;100;7,94;MODAL DTVM LTDA;0;0;0;0
02/02/2022;Fundos imobiliários;TGAR11;V;1;118,7;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/02/2022;Fundos imobiliários;TGAR11;V;3;118,71;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/02/2022;Fundos imobiliários;TGAR11;V;1;118,72;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/02/2022;Fundos imobiliários;CPTS11;C;10;97,48;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/02/2022;Fundos imobiliários;BCFF11;C;4;71,18;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/02/2022;Fundos imobiliários;BCFF11;C;4;71,19;NU INVEST CORRETORA DE VALORES;0;0;0;0
02/02/2022;Fundos imobiliários;BCFF11;C;12;71,2;NU INVEST CORRETORA DE VALORES;0;0;0;0
01/02/2022;Ações;CSAN3;V;100;23,7;NU INVEST CORRETORA DE VALORES;0;0;0;0
01/02/2022;Ações;CSAN3;V;9;23,63;NU INVEST CORRETORA DE VALORES;0;0;0;0
01/02/2022;Ações;MGLU3;V;200;7,07;NU INVEST CORRETORA DE VALORES;0;0;0;0
01/02/2022;Ações;SAPR4;V;309;3,98;NU INVEST CORRETORA DE VALORES;0;0;0;0
01/02/2022;Ações;BPAC11;V;45;24,29;NU INVEST CORRETORA DE VALORES;0;0;0;0
01/02/2022;Ações;WEGE3;V;30;32,09;NU INVEST CORRETORA DE VALORES;0;0;0;0
28/01/2022;ETF Exterior;VT;C;4,57023545;99,38;PASSFOLIO;0;0;0;0
26/01/2022;ETF;HASH11;C;1;37,19;MODAL DTVM LTDA;0;0;0;0
26/01/2022;Fundos imobiliários;KISU11;C;1;8,07;MODAL DTVM LTDA;0;0;0;0
21/01/2022;ETF;HASH11;C;7;38,43;MODAL DTVM LTDA;0;0;0;0
21/01/2022;Ações;SAPR4;C;9;3,81;NU INVEST CORRETORA DE VALORES;0;0;0;0
19/01/2022;ETF;HASH11;C;35;42,55;MODAL DTVM LTDA;0;0;0;0
19/01/2022;Fundos imobiliários;HSML11;V;4;78,02;MODAL DTVM LTDA;0;0;0;0
19/01/2022;Fundos imobiliários;KISU11;C;35;8,33;MODAL DTVM LTDA;0;0;0;0
19/01/2022;Fundos imobiliários;KISU11;C;75;8,34;MODAL DTVM LTDA;0;0;0;0
19/01/2022;Ações;TAEE4;C;100;12,27;MODAL DTVM LTDA;0;0;0;0
19/01/2022;Fundos imobiliários;VILG11;V;2;106,31;NU INVEST CORRETORA DE VALORES;0;0;0;0
19/01/2022;Fundos imobiliários;VINO11;V;55;54,46;NU INVEST CORRETORA DE VALORES;0;0;0;0
19/01/2022;Fundos imobiliários;VINO11;V;2;54,45;NU INVEST CORRETORA DE VALORES;0;0;0;0
17/01/2022;Fundos imobiliários;HSML11;C;4;78,29;MODAL DTVM LTDA;0;0;0;0
17/01/2022;Fundos imobiliários;KISU11;C;6;8,18;MODAL DTVM LTDA;0;0;0;0
11/01/2022;ETF Exterior;VT;C;1,65077563;105,72;PASSFOLIO;0;0;0;0
10/01/2022;Fundos imobiliários;KISU11;C;6;8,09;MODAL DTVM LTDA;0;0;0;0
10/01/2022;Fundos imobiliários;TGAR11;C;4;118,2;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/01/2022;Fundos imobiliários;TGAR11;C;1;118,21;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/01/2022;Fundos imobiliários;CPTS11;C;2;97,35;NU INVEST CORRETORA DE VALORES;0;0;0;0
10/01/2022;Ações;CASH3;V;100;2,48;NU INVEST CORRETORA DE VALORES;0;0;0;0
